Place_Id,Place_Name,Description,Category,City,desc_length,combined_text,processed_text
84,Margacinta Park,Taman publik dengan fasilitas olahraga ringan dan area rekreasi warga sekitar.,Taman Kota,Kota Bandung,78,Taman publik dengan fasilitas olahraga ringan dan area rekreasi warga sekitar. Taman Kota,taman publik fasilitas olahraga ringan area rekreasi warga taman kota
85,Peta Park,Taman kota dengan area bermain dan ruang terbuka hijau untuk aktivitas masyarakat.,Taman Kota,Kota Bandung,82,Taman kota dengan area bermain dan ruang terbuka hijau untuk aktivitas masyarakat. Taman Kota,taman kota area main ruang buka hijau aktivitas masyarakat taman kota
86,Taman Braga,Taman tematik di kawasan Braga yang menjadi tempat bersantai dan spot wisata kota.,Taman Kota,Kota Bandung,82,Taman tematik di kawasan Braga yang menjadi tempat bersantai dan spot wisata kota. Taman Kota,taman tematik kawasan braga jadi tempat santa spot wisata kota taman kota
87,Snow Park at Panama Park,Tempat wisata hiburan bertema salju dengan berbagai wahana bermain keluarga di dalam ruangan.,Taman Hiburan,Kota Bandung,93,Tempat wisata hiburan bertema salju dengan berbagai wahana bermain keluarga di dalam ruangan. Taman Hiburan,tempat wisata hibur tema salju bagai wahana main keluarga ruang taman hibur
88,Bandros (Bandung Tour on Bus),Layanan bus wisata kota yang mengajak wisatawan berkeliling ke berbagai destinasi populer di Bandung.,Wisata Sejarah,Kota Bandung,101,Layanan bus wisata kota yang mengajak wisatawan berkeliling ke berbagai destinasi populer di Bandung. Wisata Sejarah,layan bus wisata kota ajak wisatawan keliling bagai destinasi populer bandung wisata sejarah
89,Alun-Alun Regol,Ruang terbuka publik di kawasan Regol yang digunakan untuk rekreasi dan aktivitas masyarakat.,Taman Kota,Kota Bandung,93,Ruang terbuka publik di kawasan Regol yang digunakan untuk rekreasi dan aktivitas masyarakat. Taman Kota,ruang buka publik kawasan regol guna rekreasi aktivitas masyarakat taman kota
90,Kampung Bamboo,"Tempat wisata keluarga dengan konsep alam, kuliner, dan area santai bernuansa bambu.",Wisata Alam,Kota Bandung,84,"Tempat wisata keluarga dengan konsep alam, kuliner, dan area santai bernuansa bambu. Wisata Alam",tempat wisata keluarga konsep alam kuliner area santai nuansa bambu wisata alam
91,SKY TREE Coffee & Eatery,Tempat kuliner dan bersantai dengan pemandangan alam serta area foto modern di Bandung.,Wisata Kuliner,Kota Bandung,87,Tempat kuliner dan bersantai dengan pemandangan alam serta area foto modern di Bandung. Wisata Kuliner,tempat kuliner santa pandang alam area foto modern bandung wisata kuliner
92,Kampung Korea Bandung,"Kawasan wisata tematik bernuansa Korea dengan kuliner, dekorasi, dan spot foto menarik.",Wisata Budaya,Kota Bandung,87,"Kawasan wisata tematik bernuansa Korea dengan kuliner, dekorasi, dan spot foto menarik. Wisata Budaya",kawasan wisata tematik nuansa korea kuliner dekorasi spot foto tarik wisata budaya
93,Glamping Lakeside Rancabali,Tempat glamping di tepi danau dengan pemandangan alam dan fasilitas wisata keluarga.,Wisata Alam,Kabupaten Bandung,84,Tempat glamping di tepi danau dengan pemandangan alam dan fasilitas wisata keluarga. Wisata Alam,tempat glamping tepi danau pandang alam fasilitas wisata keluarga wisata alam
94,Gunung Puntang,"Kawasan wisata alam dan pegunungan yang populer untuk hiking, camping, dan wisata sejarah.",Wisata Alam,Kabupaten Bandung,90,"Kawasan wisata alam dan pegunungan yang populer untuk hiking, camping, dan wisata sejarah. Wisata Alam",kawasan wisata alam gunung populer hiking camping wisata sejarah wisata alam
95,Curug Cimahi,Air terjun tinggi di kawasan Bandung Barat yang terkenal dengan suasana alam dan lampu malam.,Wisata Alam,Kabupaten Bandung,93,Air terjun tinggi di kawasan Bandung Barat yang terkenal dengan suasana alam dan lampu malam. Wisata Alam,air terjun tinggi kawasan bandung barat kenal suasana alam lampu malam wisata alam
96,Curug Malela,Air terjun bertingkat di Bandung Barat yang dikenal dengan panorama alam yang indah.,Wisata Alam,Kabupaten Bandung,84,Air terjun bertingkat di Bandung Barat yang dikenal dengan panorama alam yang indah. Wisata Alam,air terjun tingkat bandung barat kenal panorama alam indah wisata alam
97,Tebing Keraton,Tebing wisata alam dengan panorama hutan dan pemandangan matahari terbit di kawasan Dago.,Wisata Alam,Kabupaten Bandung,89,Tebing wisata alam dengan panorama hutan dan pemandangan matahari terbit di kawasan Dago. Wisata Alam,tebing wisata alam panorama hutan pandang matahari terbit kawasan dago wisata alam
98,Situ Cileunca,"Danau wisata di Pangalengan yang menawarkan aktivitas perahu, rafting, dan camping.",Wisata Alam,Kabupaten Bandung,83,"Danau wisata di Pangalengan yang menawarkan aktivitas perahu, rafting, dan camping. Wisata Alam",danau wisata pangalengan tawar aktivitas perahu rafting camping wisata alam
99,Pemandian Air Panas Ciwidey,Tempat pemandian air panas alami dengan suasana pegunungan yang cocok untuk relaksasi wisatawan.,Wisata Alam,Kabupaten Bandung,96,Tempat pemandian air panas alami dengan suasana pegunungan yang cocok untuk relaksasi wisatawan. Wisata Alam,tempat mandi air panas alami suasana gunung cocok relaksasi wisatawan wisata alam
100,Barusen Hills,"Tempat wisata alam dengan taman bunga, kolam renang, dan area rekreasi keluarga di Ciwidey.",Wisata Alam,Kabupaten Bandung,91,"Tempat wisata alam dengan taman bunga, kolam renang, dan area rekreasi keluarga di Ciwidey. Wisata Alam",tempat wisata alam taman bunga kolam renang area rekreasi keluarga ciwidey wisata alam
101,Skyline Best View Resto,Restoran dan tempat bersantai dengan panorama pegunungan serta pemandangan Kota Bandung dari ketinggian.,Wisata Kuliner,Kabupaten Bandung,104,Restoran dan tempat bersantai dengan panorama pegunungan serta pemandangan Kota Bandung dari ketinggian. Wisata Kuliner,restoran tempat santa panorama gunung pandang kota bandung tinggi wisata kuliner
102,Ranca Upas,"Kawasan wisata alam yang menyediakan camping ground, penangkaran rusa, dan pemandian air panas.",Wisata Alam,Kabupaten Bandung,95,"Kawasan wisata alam yang menyediakan camping ground, penangkaran rusa, dan pemandian air panas. Wisata Alam",kawasan wisata alam sedia camping ground tangkar rusa mandi air panas wisata alam
103,Grafika Cikole,Tempat wisata alam dan penginapan dengan konsep hutan pinus serta area outbound keluarga.,Wisata Alam,Kabupaten Bandung,89,Tempat wisata alam dan penginapan dengan konsep hutan pinus serta area outbound keluarga. Wisata Alam,tempat wisata alam inap konsep hutan pinus area outbound keluarga wisata alam
104,Farmhouse Lembang,Tempat wisata keluarga bertema peternakan Eropa dengan spot foto dan kuliner khas susu.,Taman Hiburan,Kabupaten Bandung,87,Tempat wisata keluarga bertema peternakan Eropa dengan spot foto dan kuliner khas susu. Taman Hiburan,tempat wisata keluarga tema terna eropa spot foto kuliner khas susu taman hibur
105,Kawah Cibuni Rengganis,Kawasan kawah alami dengan sumber air panas dan panorama pegunungan di Ciwidey.,Wisata Alam,Kabupaten Bandung,79,Kawasan kawah alami dengan sumber air panas dan panorama pegunungan di Ciwidey. Wisata Alam,kawasan kawah alami sumber air panas panorama gunung ciwidey wisata alam
106,The Lodge Maribaya,"Tempat wisata alam dengan wahana outdoor, spot foto, dan pemandangan hutan pinus.",Wisata Alam,Kabupaten Bandung,81,"Tempat wisata alam dengan wahana outdoor, spot foto, dan pemandangan hutan pinus. Wisata Alam",tempat wisata alam wahana outdoor spot foto pandang hutan pinus wisata alam
107,Maribaya Hot Spring,Pemandian air panas alami dengan fasilitas relaksasi dan suasana pegunungan yang sejuk.,Wisata Alam,Kabupaten Bandung,87,Pemandian air panas alami dengan fasilitas relaksasi dan suasana pegunungan yang sejuk. Wisata Alam,mandi air panas alami fasilitas relaksasi suasana gunung sejuk wisata alam
108,Lembah Tengkorak Base Camp Via Bukit Tunggul,Area pendakian dan camping yang menawarkan suasana hutan serta jalur menuju Bukit Tunggul.,Wisata Alam,Kabupaten Bandung,90,Area pendakian dan camping yang menawarkan suasana hutan serta jalur menuju Bukit Tunggul. Wisata Alam,area daki camping tawar suasana hutan jalur tuju bukit tunggul wisata alam
109,Dago Pakar,Kawasan wisata alam dan kuliner di dataran tinggi Bandung dengan suasana sejuk dan pemandangan kota.,Wisata Alam,Kabupaten Bandung,100,Kawasan wisata alam dan kuliner di dataran tinggi Bandung dengan suasana sejuk dan pemandangan kota. Wisata Alam,kawasan wisata alam kuliner datar tinggi bandung suasana sejuk pandang kota wisata alam
110,Taman Hutan Raya Djuanda,"Kawasan konservasi alam dengan jalur trekking, gua bersejarah, dan hutan lindung di Bandung.",Wisata Alam,Kabupaten Bandung,92,"Kawasan konservasi alam dengan jalur trekking, gua bersejarah, dan hutan lindung di Bandung. Wisata Alam",kawasan konservasi alam jalur trekking gua sejarah hutan lindung bandung wisata alam
111,Goa Jepang,Goa peninggalan masa penjajahan Jepang yang menjadi bagian wisata sejarah di Tahura Djuanda.,Wisata Sejarah,Kabupaten Bandung,92,Goa peninggalan masa penjajahan Jepang yang menjadi bagian wisata sejarah di Tahura Djuanda. Wisata Sejarah,goa tinggal masa jajah jepang jadi bagi wisata sejarah tahura djuanda wisata sejarah
112,Goa Belanda,Goa bersejarah peninggalan kolonial Belanda yang berada di kawasan Tahura Djuanda.,Wisata Sejarah,Kabupaten Bandung,82,Goa bersejarah peninggalan kolonial Belanda yang berada di kawasan Tahura Djuanda. Wisata Sejarah,goa sejarah tinggal kolonial belanda ada kawasan tahura djuanda wisata sejarah
113,Situ Patengan,Danau wisata di kawasan Ciwidey dengan panorama alam dan aktivitas perahu wisata.,Wisata Alam,Kabupaten Bandung,81,Danau wisata di kawasan Ciwidey dengan panorama alam dan aktivitas perahu wisata. Wisata Alam,danau wisata kawasan ciwidey panorama alam aktivitas perahu wisata wisata alam
114,Stone Garden,Kawasan wisata batu kapur alami dengan panorama perbukitan dan spot foto alam terbuka.,Wisata Alam,Kabupaten Bandung,86,Kawasan wisata batu kapur alami dengan panorama perbukitan dan spot foto alam terbuka. Wisata Alam,kawasan wisata batu kapur alami panorama bukit spot foto alam buka wisata alam
115,Puncak Bintang,Tempat wisata alam di dataran tinggi dengan panorama Kota Bandung dan area camping.,Wisata Alam,Kabupaten Bandung,83,Tempat wisata alam di dataran tinggi dengan panorama Kota Bandung dan area camping. Wisata Alam,tempat wisata alam datar tinggi panorama kota bandung area camping wisata alam
116,Bukit Moko,Bukit wisata populer untuk menikmati panorama malam Kota Bandung dan suasana pegunungan.,Wisata Alam,Kabupaten Bandung,88,Bukit wisata populer untuk menikmati panorama malam Kota Bandung dan suasana pegunungan. Wisata Alam,bukit wisata populer nikmat panorama malam kota bandung suasana gunung wisata alam
117,Wisata Batu Kuda,Kawasan wisata alam dan camping di kaki Gunung Manglayang dengan udara sejuk dan hutan pinus.,Wisata Alam,Kabupaten Bandung,93,Kawasan wisata alam dan camping di kaki Gunung Manglayang dengan udara sejuk dan hutan pinus. Wisata Alam,kawasan wisata alam camping kaki gunung manglayang udara sejuk hutan pinus wisata alam
118,De Ranch Lembang,Tempat wisata keluarga bertema koboi dengan wahana berkuda dan area bermain anak.,Taman Hiburan,Kabupaten Bandung,81,Tempat wisata keluarga bertema koboi dengan wahana berkuda dan area bermain anak. Taman Hiburan,tempat wisata keluarga tema koboi wahana kuda area main anak taman hibur
119,Lembang Park Zoo,"Kebun binatang modern dengan koleksi satwa, wahana bermain, dan fasilitas edukasi keluarga.",Wisata Edukasi,Kabupaten Bandung,91,"Kebun binatang modern dengan koleksi satwa, wahana bermain, dan fasilitas edukasi keluarga. Wisata Edukasi",kebun binatang modern koleksi satwa wahana main fasilitas edukasi keluarga wisata edukasi
120,Taman Begonia,Taman bunga di Lembang dengan koleksi tanaman hias dan spot foto warna-warni.,Wisata Alam,Kabupaten Bandung,77,Taman bunga di Lembang dengan koleksi tanaman hias dan spot foto warna-warni. Wisata Alam,taman bunga lembang koleksi tanam hias spot foto warnawarni wisata alam
121,Curug Omas,Air terjun di kawasan Maribaya yang memiliki panorama alam dan jalur trekking.,Wisata Alam,Kabupaten Bandung,78,Air terjun di kawasan Maribaya yang memiliki panorama alam dan jalur trekking. Wisata Alam,air terjun kawasan maribaya milik panorama alam jalur trekking wisata alam
122,Curug Tilu,Air terjun alami dengan suasana hutan dan aliran air yang jernih di kawasan Bandung Barat.,Wisata Alam,Kabupaten Bandung,90,Air terjun alami dengan suasana hutan dan aliran air yang jernih di kawasan Bandung Barat. Wisata Alam,air terjun alami suasana hutan alir air jernih kawasan bandung barat wisata alam
123,Curug Panganten,Air terjun kembar dengan panorama alam dan suasana pegunungan yang asri.,Wisata Alam,Kabupaten Bandung,72,Air terjun kembar dengan panorama alam dan suasana pegunungan yang asri. Wisata Alam,air terjun kembar panorama alam suasana gunung asri wisata alam
124,Bukit Cukul Pangalengan,Bukit wisata dengan pemandangan kebun teh dan spot menikmati matahari terbit di Pangalengan.,Wisata Alam,Kabupaten Bandung,92,Bukit wisata dengan pemandangan kebun teh dan spot menikmati matahari terbit di Pangalengan. Wisata Alam,bukit wisata pandang kebun teh spot nikmat matahari terbit pangalengan wisata alam
125,Gunung Wayang,Gunung di kawasan Pangalengan yang populer untuk pendakian dan wisata alam pegunungan.,Wisata Alam,Kabupaten Bandung,86,Gunung di kawasan Pangalengan yang populer untuk pendakian dan wisata alam pegunungan. Wisata Alam,gunung kawasan pangalengan populer daki wisata alam gunung wisata alam
126,Gunung Windu,Gunung wisata di Pangalengan yang menawarkan panorama alam dan jalur pendakian.,Wisata Alam,Kabupaten Bandung,79,Gunung wisata di Pangalengan yang menawarkan panorama alam dan jalur pendakian. Wisata Alam,gunung wisata pangalengan tawar panorama alam jalur daki wisata alam
127,Situ Cisanti,Danau alami yang menjadi salah satu sumber mata air Sungai Citarum di kawasan pegunungan.,Wisata Alam,Kabupaten Bandung,89,Danau alami yang menjadi salah satu sumber mata air Sungai Citarum di kawasan pegunungan. Wisata Alam,danau alami jadi salah satu sumber mata air sungai citarum kawasan gunung wisata alam
128,Kampung Singkur,Tempat wisata alam dan arung jeram di tepi Sungai Palayangan dengan fasilitas camping.,Wisata Alam,Kabupaten Bandung,86,Tempat wisata alam dan arung jeram di tepi Sungai Palayangan dengan fasilitas camping. Wisata Alam,tempat wisata alam arung jeram tepi sungai palayangan fasilitas camping wisata alam
129,Sungai Palayangan,Sungai wisata yang terkenal untuk aktivitas rafting dan wisata alam di Pangalengan.,Wisata Alam,Kabupaten Bandung,83,Sungai wisata yang terkenal untuk aktivitas rafting dan wisata alam di Pangalengan. Wisata Alam,sungai wisata kenal aktivitas rafting wisata alam pangalengan wisata alam
130,Kebun Teh Malabar,Kawasan perkebunan teh dengan panorama hijau dan udara sejuk di daerah Pangalengan.,Wisata Alam,Kabupaten Bandung,83,Kawasan perkebunan teh dengan panorama hijau dan udara sejuk di daerah Pangalengan. Wisata Alam,kawasan kebun teh panorama hijau udara sejuk daerah pangalengan wisata alam
131,Situ Cangkuang,Danau wisata yang memiliki suasana alam tenang dan area rekreasi masyarakat sekitar.,Wisata Alam,Kabupaten Bandung,84,Danau wisata yang memiliki suasana alam tenang dan area rekreasi masyarakat sekitar. Wisata Alam,danau wisata milik suasana alam tenang area rekreasi masyarakat wisata alam
132,Kampung Naga,Kampung adat Sunda yang mempertahankan budaya tradisional dan arsitektur khas masyarakat lokal.,Wisata Budaya,Kabupaten Bandung,95,Kampung adat Sunda yang mempertahankan budaya tradisional dan arsitektur khas masyarakat lokal. Wisata Budaya,kampung adat sunda tahan budaya tradisional arsitektur khas masyarakat lokal wisata budaya
133,Curug Batu Templek,Air terjun unik dengan tebing batu berlapis yang menjadi daya tarik wisata alam di Bandung.,Wisata Alam,Kabupaten Bandung,91,Air terjun unik dengan tebing batu berlapis yang menjadi daya tarik wisata alam di Bandung. Wisata Alam,air terjun unik tebing batu lap jadi daya tarik wisata alam bandung wisata alam
134,Curug Cinulang,Air terjun alami di perbatasan Bandung yang terkenal dengan panorama dan aliran airnya.,Wisata Alam,Kabupaten Bandung,87,Air terjun alami di perbatasan Bandung yang terkenal dengan panorama dan aliran airnya. Wisata Alam,air terjun alami batas bandung kenal panorama alir air wisata alam
135,Curug Halimun,Air terjun dengan suasana hutan yang sejuk dan jalur wisata alam di kawasan Bandung Selatan.,Wisata Alam,Kabupaten Bandung,92,Air terjun dengan suasana hutan yang sejuk dan jalur wisata alam di kawasan Bandung Selatan. Wisata Alam,air terjun suasana hutan sejuk jalur wisata alam kawasan bandung selatan wisata alam
136,Curug Siliwangi,Air terjun alami dengan pemandangan hutan dan udara pegunungan yang segar.,Wisata Alam,Kabupaten Bandung,74,Air terjun alami dengan pemandangan hutan dan udara pegunungan yang segar. Wisata Alam,air terjun alami pandang hutan udara gunung segar wisata alam
137,Gunung Bukittunggul,Gunung di kawasan Bandung Utara yang populer untuk pendakian dan camping.,Wisata Alam,Kabupaten Bandung,73,Gunung di kawasan Bandung Utara yang populer untuk pendakian dan camping. Wisata Alam,gunung kawasan bandung utara populer daki camping wisata alam
138,Curug Cilengkrang,Air terjun di kawasan Tahura Djuanda yang memiliki sumber air panas alami dan jalur trekking.,Wisata Alam,Kabupaten Bandung,93,Air terjun di kawasan Tahura Djuanda yang memiliki sumber air panas alami dan jalur trekking. Wisata Alam,air terjun kawasan tahura djuanda milik sumber air panas alami jalur trekking wisata alam
139,Curug Cipanji,Air terjun tinggi di Bandung Barat dengan panorama alam yang masih alami.,Wisata Alam,Kabupaten Bandung,73,Air terjun tinggi di Bandung Barat dengan panorama alam yang masih alami. Wisata Alam,air terjun tinggi bandung barat panorama alam alami wisata alam
140,Curug Penganten,Air terjun kembar dengan suasana alam dan area wisata pegunungan yang sejuk.,Wisata Alam,Kabupaten Bandung,76,Air terjun kembar dengan suasana alam dan area wisata pegunungan yang sejuk. Wisata Alam,air terjun kembar suasana alam area wisata gunung sejuk wisata alam
141,Gunung Malabar,Gunung di Bandung Selatan yang terkenal dengan wisata alam dan jalur pendakian.,Wisata Alam,Kabupaten Bandung,79,Gunung di Bandung Selatan yang terkenal dengan wisata alam dan jalur pendakian. Wisata Alam,gunung bandung selatan kenal wisata alam jalur daki wisata alam
142,Situ Cipanunjang,Danau alami di kawasan Pangalengan yang menawarkan panorama pegunungan dan udara sejuk.,Wisata Alam,Kabupaten Bandung,87,Danau alami di kawasan Pangalengan yang menawarkan panorama pegunungan dan udara sejuk. Wisata Alam,danau alami kawasan pangalengan tawar panorama gunung udara sejuk wisata alam
143,Situ Cileunca Camping,Area camping di sekitar Situ Cileunca dengan panorama danau dan fasilitas wisata alam.,Wisata Alam,Kabupaten Bandung,86,Area camping di sekitar Situ Cileunca dengan panorama danau dan fasilitas wisata alam. Wisata Alam,area camping situ cileunca panorama danau fasilitas wisata alam wisata alam
144,Rafting Pangalengan Bandung,Tempat wisata arung jeram di Sungai Palayangan dengan aliran sungai yang cocok untuk rafting.,Wisata Olahraga,Kabupaten Bandung,93,Tempat wisata arung jeram di Sungai Palayangan dengan aliran sungai yang cocok untuk rafting. Wisata Olahraga,tempat wisata arung jeram sungai palayangan alir sungai cocok rafting wisata olahraga
145,Teras Danoe Official camping Site,Area camping dan wisata alam dengan pemandangan danau serta suasana pegunungan.,Wisata Alam,Kabupaten Bandung,79,Area camping dan wisata alam dengan pemandangan danau serta suasana pegunungan. Wisata Alam,area camping wisata alam pandang danau suasana gunung wisata alam
146,Tepi Sungai Resto Pasirjambu,Tempat kuliner bernuansa alam yang berada di tepi sungai dengan suasana sejuk.,Wisata Kuliner,Kabupaten Bandung,78,Tempat kuliner bernuansa alam yang berada di tepi sungai dengan suasana sejuk. Wisata Kuliner,tempat kuliner nuansa alam ada tepi sungai suasana sejuk wisata kuliner
147,Hulu Mata Air Sungai Cisangkuy,Kawasan sumber mata air alami dengan panorama alam dan lingkungan yang asri.,Wisata Alam,Kabupaten Bandung,76,Kawasan sumber mata air alami dengan panorama alam dan lingkungan yang asri. Wisata Alam,kawasan sumber mata air alami panorama alam lingkung asri wisata alam
148,Bandungrafting Basecamp,Basecamp wisata arung jeram yang menyediakan aktivitas outdoor dan wisata petualangan di Bandung Selatan.,Wisata Olahraga,Kabupaten Bandung,105,Basecamp wisata arung jeram yang menyediakan aktivitas outdoor dan wisata petualangan di Bandung Selatan. Wisata Olahraga,basecamp wisata arung jeram sedia aktivitas outdoor wisata tualang bandung selatan wisata olahraga
149,Rafting ciwidey (arung jeram),Tempat wisata arung jeram di kawasan Ciwidey dengan aliran sungai dan panorama alam pegunungan.,Wisata Olahraga,Kabupaten Bandung,95,Tempat wisata arung jeram di kawasan Ciwidey dengan aliran sungai dan panorama alam pegunungan. Wisata Olahraga,tempat wisata arung jeram kawasan ciwidey alir sungai panorama alam gunung wisata olahraga
150,Bale Bambu Adventure Resort,"Resort wisata alam yang menyediakan penginapan, outbound, dan aktivitas outdoor keluarga.",Wisata Alam,Kabupaten Bandung,89,"Resort wisata alam yang menyediakan penginapan, outbound, dan aktivitas outdoor keluarga. Wisata Alam",resort wisata alam sedia inap outbound aktivitas outdoor keluarga wisata alam
151,Perkebunan Teh RANCABALI,Kawasan perkebunan teh di Ciwidey dengan panorama hijau dan udara pegunungan yang sejuk.,Wisata Alam,Kabupaten Bandung,88,Kawasan perkebunan teh di Ciwidey dengan panorama hijau dan udara pegunungan yang sejuk. Wisata Alam,kawasan kebun teh ciwidey panorama hijau udara gunung sejuk wisata alam
152,Kebun Teh Pangalengan,Hamparan kebun teh luas di kawasan Pangalengan yang menjadi destinasi wisata alam populer.,Wisata Alam,Kabupaten Bandung,90,Hamparan kebun teh luas di kawasan Pangalengan yang menjadi destinasi wisata alam populer. Wisata Alam,hampar kebun teh luas kawasan pangalengan jadi destinasi wisata alam populer wisata alam
153,Perkebunan Teh Purbasari,Area perkebunan teh dengan suasana alam dan pemandangan pegunungan yang asri.,Wisata Alam,Kabupaten Bandung,77,Area perkebunan teh dengan suasana alam dan pemandangan pegunungan yang asri. Wisata Alam,area kebun teh suasana alam pandang gunung asri wisata alam
154,Sunrise Point Cukul,Tempat wisata favorit untuk menikmati matahari terbit dengan panorama kebun teh di Pangalengan.,Wisata Alam,Kabupaten Bandung,95,Tempat wisata favorit untuk menikmati matahari terbit dengan panorama kebun teh di Pangalengan. Wisata Alam,tempat wisata favorit nikmat matahari terbit panorama kebun teh pangalengan wisata alam
155,Bukit Indah Gambung,Bukit wisata dengan pemandangan kebun teh dan suasana alam pegunungan di Bandung Selatan.,Wisata Alam,Kabupaten Bandung,89,Bukit wisata dengan pemandangan kebun teh dan suasana alam pegunungan di Bandung Selatan. Wisata Alam,bukit wisata pandang kebun teh suasana alam gunung bandung selatan wisata alam
156,Bukit Jamur Rancabolang Pasirjambu,Tempat wisata unik dengan pohon menyerupai jamur dan udara sejuk khas pegunungan.,Wisata Alam,Kabupaten Bandung,81,Tempat wisata unik dengan pohon menyerupai jamur dan udara sejuk khas pegunungan. Wisata Alam,tempat wisata unik pohon rupa jamur udara sejuk khas gunung wisata alam
157,Dermaga Bintang,Tempat wisata dengan area dermaga dan panorama danau serta pegunungan di kawasan Ciwidey.,Wisata Alam,Kabupaten Bandung,89,Tempat wisata dengan area dermaga dan panorama danau serta pegunungan di kawasan Ciwidey. Wisata Alam,tempat wisata area dermaga panorama danau gunung kawasan ciwidey wisata alam
158,Bukit Moko Bandung,Bukit wisata terkenal untuk menikmati panorama malam dan pemandangan Kota Bandung dari ketinggian.,Wisata Alam,Kabupaten Bandung,98,Bukit wisata terkenal untuk menikmati panorama malam dan pemandangan Kota Bandung dari ketinggian. Wisata Alam,bukit wisata kenal nikmat panorama malam pandang kota bandung tinggi wisata alam
159,Taman Wisata Bougenville,"Tempat wisata alam dengan taman bunga, penginapan, dan suasana pegunungan yang sejuk.",Wisata Alam,Kabupaten Bandung,85,"Tempat wisata alam dengan taman bunga, penginapan, dan suasana pegunungan yang sejuk. Wisata Alam",tempat wisata alam taman bunga inap suasana gunung sejuk wisata alam
160,Teras Bintang,Spot wisata alam dengan area santai dan panorama pegunungan di kawasan Bandung Selatan.,Wisata Alam,Kabupaten Bandung,87,Spot wisata alam dengan area santai dan panorama pegunungan di kawasan Bandung Selatan. Wisata Alam,spot wisata alam area santai panorama gunung kawasan bandung selatan wisata alam
161,Bukit Teletubbies Cicalengka,Bukit hijau dengan kontur perbukitan yang menyerupai latar serial Teletubbies.,Wisata Alam,Kabupaten Bandung,78,Bukit hijau dengan kontur perbukitan yang menyerupai latar serial Teletubbies. Wisata Alam,bukit hijau kontur bukit rupa latar serial teletubbies wisata alam
162,Kedaton Bukit Panyawangan Pangalengan,Tempat wisata alam dengan area camping dan panorama perbukitan di Pangalengan.,Wisata Alam,Kabupaten Bandung,78,Tempat wisata alam dengan area camping dan panorama perbukitan di Pangalengan. Wisata Alam,tempat wisata alam area camping panorama bukit pangalengan wisata alam
163,Taman Langit Pangalengan (Sunrise Point & Camping Ground),Tempat wisata camping dengan panorama matahari terbit dan pemandangan alam pegunungan.,Wisata Alam,Kabupaten Bandung,86,Tempat wisata camping dengan panorama matahari terbit dan pemandangan alam pegunungan. Wisata Alam,tempat wisata camping panorama matahari terbit pandang alam gunung wisata alam
164,Bukit Eon,Bukit wisata dengan panorama alam terbuka dan area camping di kawasan Bandung Selatan.,Wisata Alam,Kabupaten Bandung,86,Bukit wisata dengan panorama alam terbuka dan area camping di kawasan Bandung Selatan. Wisata Alam,bukit wisata panorama alam buka area camping kawasan bandung selatan wisata alam
165,Nuansa Riung gunung Pangalengan,"Tempat wisata alam dengan jembatan kayu, kebun teh, dan area glamping di Pangalengan.",Wisata Alam,Kabupaten Bandung,85,"Tempat wisata alam dengan jembatan kayu, kebun teh, dan area glamping di Pangalengan. Wisata Alam",tempat wisata alam jembatan kayu kebun teh area glamping pangalengan wisata alam
166,Cukul Campsite,Area camping di kawasan perkebunan teh dengan pemandangan matahari terbit dan udara sejuk.,Wisata Alam,Kabupaten Bandung,90,Area camping di kawasan perkebunan teh dengan pemandangan matahari terbit dan udara sejuk. Wisata Alam,area camping kawasan kebun teh pandang matahari terbit udara sejuk wisata alam
167,Puncak Sulibra artapela,Tempat wisata dataran tinggi dengan panorama pegunungan dan area camping di Bandung Selatan.,Wisata Alam,Kabupaten Bandung,92,Tempat wisata dataran tinggi dengan panorama pegunungan dan area camping di Bandung Selatan. Wisata Alam,tempat wisata datar tinggi panorama gunung area camping bandung selatan wisata alam
168,Bukit Rahong,Bukit wisata alam dengan panorama hutan pinus dan area camping di kawasan Pangalengan.,Wisata Alam,Kabupaten Bandung,86,Bukit wisata alam dengan panorama hutan pinus dan area camping di kawasan Pangalengan. Wisata Alam,bukit wisata alam panorama hutan pinus area camping kawasan pangalengan wisata alam
169,NIMO Highland,Tempat wisata modern di dataran tinggi dengan sky bridge dan panorama pegunungan Bandung Selatan.,Wisata Alam,Kabupaten Bandung,97,Tempat wisata modern di dataran tinggi dengan sky bridge dan panorama pegunungan Bandung Selatan. Wisata Alam,tempat wisata modern datar tinggi sky bridge panorama gunung bandung selatan wisata alam
170,Cukul Atas,Kawasan wisata alam di area perkebunan teh yang terkenal dengan panorama matahari terbit.,Wisata Alam,Kabupaten Bandung,89,Kawasan wisata alam di area perkebunan teh yang terkenal dengan panorama matahari terbit. Wisata Alam,kawasan wisata alam area kebun teh kenal panorama matahari terbit wisata alam
171,Kebun Teh Kertamanah,Perkebunan teh dengan hamparan hijau luas dan udara sejuk di kawasan Pangalengan.,Wisata Alam,Kabupaten Bandung,81,Perkebunan teh dengan hamparan hijau luas dan udara sejuk di kawasan Pangalengan. Wisata Alam,kebun teh hampar hijau luas udara sejuk kawasan pangalengan wisata alam
172,Situ Datar Buana,Danau wisata alami dengan suasana tenang dan panorama pegunungan sekitar.,Wisata Alam,Kabupaten Bandung,73,Danau wisata alami dengan suasana tenang dan panorama pegunungan sekitar. Wisata Alam,danau wisata alami suasana tenang panorama gunung wisata alam
